"platform","city","source_area","requested_layout","requested_rent_band","rent","title","layout","area_m2","floor","community","district_business","address","tags","source_url","source_filter_url","raw_evidence"
"anjuke","上海","张江","一室","2500-3000","3000","包网费及水费 可2人居住 空间超大 独立厨卫 精装全配 急租","1室1厅","45","高层(共25层)","百业路167弄31号楼","浦东-张江","百业路167弄31号","","https://sh.zu.anjuke.com/fangyuan/4636396116091904","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhangjiang/x1-fx1-zj105-mt1/"," 包网费及水费 可2人居住 空间超大 独立厨卫 精装全配 急租 安选 1室1厅|45平米|高层(共25层) 百业路167弄31号楼   浦东-张江 -百业路167弄31号 整租 朝南 有电梯 13号线  鲍莉玲 3000 元/月"
"anjuke","上海","张江","一室","3000-4000","3000","白领公寓房 装修精装 独立厨卫 非合租 不公用任何东西 N套","1室1厅","45","高层(共25层)","百业路167弄31号楼","浦东-张江","百业路167弄31号","","https://sh.zu.anjuke.com/fangyuan/4625488893533199","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhangjiang/x1-fx1-zj106-mt1/"," 白领公寓房 装修精装 独立厨卫 非合租 不公用任何东西 N套 安选 1室1厅|45平米|高层(共25层) 百业路167弄31号楼   浦东-张江 -百业路167弄31号 整租 朝南 13号线  杨爽 3000 元/月"
"anjuke","上海","张江","二室","3000-4000","3000","川杨新苑(二期) 2室1厅1卫","2室1厅","70","高层(共6层)","川杨新苑(二期)","浦东-张江","顺和路126弄,顺和路236弄,顺和路60弄","","https://sh.zu.anjuke.com/fangyuan/3830005373100040","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhangjiang/x1-fx2-zj106-mt1/"," 川杨新苑(二期) 2室1厅1卫 安选 2室1厅|70平米|高层(共6层) 川杨新苑(二期)   浦东-张江 -顺和路126弄,顺和路236弄,顺和路60弄 整租 朝南 13号线 3000 元/月"
"anjuke","上海","张江","一室","2500-3000","3000","蕉丽新村 近2号线金科地铁 长泰 药谷 中兴 软件园 中医药","1室1厅","114.2","高层(共6层)","蕉丽新村","浦东-张江","高斯路986弄","","https://sh.zu.anjuke.com/fangyuan/4584381505711114","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhangjiang/x1-fx1-zj105-mt1/","蕉丽新村 近2号线金科地铁 长泰 药谷 中兴 软件园 中医药 安选 1室1厅|114.2平米|高层(共6层) 蕉丽新村   浦东-张江 -高斯路986弄 整租 南北 2号线  王敏 3000 元/月"
"anjuke","上海","张江","一室","2500-3000","3000","金科路长泰广场精装一房一厅，燃气做饭洗澡，卫生间干湿分离","1室1厅","114.2","高层(共6层)","蕉丽新村","浦东-张江","高斯路986弄","","https://sh.zu.anjuke.com/fangyuan/4585212447859712","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhangjiang/x1-fx1-zj105-mt1/","金科路长泰广场精装一房一厅，燃气做饭洗澡，卫生间干湿分离 安选 1室1厅|114.2平米|高层(共6层) 蕉丽新村   浦东-张江 -高斯路986弄 整租 朝南 2号线  蔡媛 3000 元/月"
"anjuke","上海","张江","一室","3000-4000","3000","金科路长泰广场精装一房一厅，燃气做饭洗澡，卫生间干湿分离","1室1厅","114.2","高层(共6层)","蕉丽新村","浦东-张江","高斯路986弄","","https://sh.zu.anjuke.com/fangyuan/4596588857207812","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhangjiang/x1-fx1-zj106-mt1/","金科路长泰广场精装一房一厅，燃气做饭洗澡，卫生间干湿分离 安选 1室1厅|114.2平米|高层(共6层) 蕉丽新村   浦东-张江 -高斯路986弄 整租 朝南 2号线  蔡瑞 3000 元/月"
"anjuke","上海","张江","一室","3000-4000","3000","金科路长泰广场精装一房一厅，燃气做饭洗澡，卫生间干湿分离","1室1厅","114.2","高层(共6层)","蕉丽新村","浦东-张江","高斯路986弄","","https://sh.zu.anjuke.com/fangyuan/4613509293974536","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhangjiang/x1-fx1-zj106-mt1/","金科路长泰广场精装一房一厅，燃气做饭洗澡，卫生间干湿分离 安选 1室1厅|114.2平米|高层(共6层) 蕉丽新村   浦东-张江 -高斯路986弄 整租 朝南 2号线  乔婷婷 3000 元/月"
"anjuke","上海","张江","一室","3000-4000","3000","近地铁2号线金科路 古桐六村 燃气厨卫 干湿分离 拎包入住","1室1厅","110","低层(共6层)","蕉丽新村","浦东-张江","高斯路986弄","","https://sh.zu.anjuke.com/fangyuan/4108341984746499","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhangjiang/x1-fx1-zj106-mt1/"," 近地铁2号线金科路 古桐六村 燃气厨卫 干湿分离 拎包入住 安选 1室1厅|110平米|低层(共6层) 蕉丽新村   浦东-张江 -高斯路986弄 整租 南北 2号线  陈琪 3000 元/月"
"anjuke","上海","张江","一室","3000-4000","3000","精装全配 拎包入住 采光好 交通便利","1室1厅","45","高层(共22层)","科苑路97号工厂","浦东-张江","科苑路97号","","https://sh.zu.anjuke.com/fangyuan/4610941199277070","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhangjiang/x1-fx1-zj106-mt1/"," 精装全配 拎包入住 采光好 交通便利 安选 1室1厅|45平米|高层(共22层) 科苑路97号工厂   浦东-张江 -科苑路97号 整租 朝南 有电梯 2号线  吴俊 3000 元/月"
"anjuke","上海","张江","一室","3000-4000","3000","可月付押一付一近地铁采光好拎包入住独立厨卫","1室1厅","45","高层(共22层)","科苑路97号工厂","浦东-张江","科苑路97号","","https://sh.zu.anjuke.com/fangyuan/4610942829718529","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhangjiang/x1-fx1-zj106-mt1/"," 可月付押一付一近地铁采光好拎包入住独立厨卫 安选 1室1厅|45平米|高层(共22层) 科苑路97号工厂   浦东-张江 -科苑路97号 整租 朝南 有电梯 2号线  吴俊 3000 元/月"
"anjuke","上海","张江","一室","3000-4000","3000","地铁口治愈系单间采光绝了 拎包即住","1室1厅","35","高层(共20层)","科苑路97号工厂","浦东-张江","科苑路97号","","https://sh.zu.anjuke.com/fangyuan/4597171752676360","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhangjiang/x1-fx1-zj106-mt1/"," 地铁口治愈系单间采光绝了 拎包即住 安选 1室1厅|35平米|高层(共20层) 科苑路97号工厂   浦东-张江 -科苑路97号 整租 朝南 有电梯 2号线  吴俊 3000 元/月"
"anjuke","上海","张江","一室","3000-4000","3000","毕业生友好押一付一 免费WiFi 随时看房","1室1厅","45","中层(共15层)","科苑路97号工厂","浦东-张江","科苑路97号","","https://sh.zu.anjuke.com/fangyuan/4610939112741892","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhangjiang/x1-fx1-zj106-mt1/"," 毕业生友好押一付一 免费WiFi 随时看房 安选 1室1厅|45平米|中层(共15层) 科苑路97号工厂   浦东-张江 -科苑路97号 整租 朝南 有电梯 2号线  吴俊 3000 元/月"
"anjuke","上海","张江","一室","3000-4000","3000","可月付，可短租，近地铁可两人住，随时看房入住","1室1厅","55","高层(共19层)","科苑路97号工厂","浦东-张江","科苑路97号","","https://sh.zu.anjuke.com/fangyuan/4625505552999439","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhangjiang/x1-fx1-zj106-mt1/"," 可月付，可短租，近地铁可两人住，随时看房入住 安选 1室1厅|55平米|高层(共19层) 科苑路97号工厂   浦东-张江 -科苑路97号 整租 朝南 2号线  邵雷 3000 元/月"
"anjuke","上海","张江","一室","3000-4000","3000","可月付，可短租，近地铁可两人住，随时看房入住","1室1厅","55","高层(共19层)","科苑路97号工厂","浦东-张江","科苑路97号","","https://sh.zu.anjuke.com/fangyuan/4616958463532033","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhangjiang/x1-fx1-zj106-mt1/"," 可月付，可短租，近地铁可两人住，随时看房入住 安选 1室1厅|55平米|高层(共19层) 科苑路97号工厂   浦东-张江 -科苑路97号 整租 朝南 2号线  张幕玉 3000 元/月"
"anjuke","上海","张江","一室","3000-4000","3000","可月付押一付一近地铁采光好拎包入住独立厨卫","1室1厅","45","高层(共22层)","科苑路97号工厂","浦东-张江","科苑路97号","","https://sh.zu.anjuke.com/fangyuan/4610944695231492","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhangjiang/x1-fx1-zj106-mt1/"," 可月付押一付一近地铁采光好拎包入住独立厨卫 安选 1室1厅|45平米|高层(共22层) 科苑路97号工厂   浦东-张江 -科苑路97号 整租 朝南 有电梯 2号线  吴俊 3000 元/月"
"anjuke","上海","张江","一室","3000-4000","3000","2号线广兰路地铁站600米，独立一室户，拎包入住，精装全配","1室1厅","98.2","低层(共6层)","兰沁苑","浦东-张江","紫薇路750弄","","https://sh.zu.anjuke.com/fangyuan/4538546554938372","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhangjiang/x1-fx1-zj106-mt1/","2号线广兰路地铁站600米，独立一室户，拎包入住，精装全配 安选 1室1厅|98.2平米|低层(共6层) 兰沁苑   浦东-张江 -紫薇路750弄 整租 南北 2号线  蔡瑞 3000 元/月"
"anjuke","上海","张江","一室","2500-3000","3000","2号线广兰路 兰沁苑 实体墙一房一厅一厨一卫室内燃气厨卫","1室1厅","98.2","低层(共6层)","兰沁苑","浦东-张江","紫薇路750弄","","https://sh.zu.anjuke.com/fangyuan/4538533950462979","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhangjiang/x1-fx1-zj105-mt1/","2号线广兰路 兰沁苑 实体墙一房一厅一厨一卫室内燃气厨卫 安选 1室1厅|98.2平米|低层(共6层) 兰沁苑   浦东-张江 -紫薇路750弄 整租 朝南 2号线  蔡媛 3000 元/月"
"anjuke","上海","张江","一室","2500-3000","3000","2号线广兰路！直达陆家嘴龙阳路，朝南全景落地窗，全屋精装定制","1室1厅","43.6","中层(共17层)","兰沁苑","浦东-张江","紫薇路750弄","","https://sh.zu.anjuke.com/fangyuan/4625206630933512","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhangjiang/x1-fx1-zj105-mt1/","2号线广兰路！直达陆家嘴龙阳路，朝南全景落地窗，全屋精装定制 安选 1室1厅|43.6平米|中层(共17层) 兰沁苑   浦东-张江 -紫薇路750弄 整租 朝南 有电梯 2号线  张程 3000 元/月"
"anjuke","上海","张江","一室","3000-4000","3000","可押一付一！房 毕业季 精装独立厨卫 随时看房入住","1室1厅","45","高层(共25层)","张江国创中心","浦东-张江","丹桂路899号","","https://sh.zu.anjuke.com/fangyuan/4577174625119242","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhangjiang/x1-fx1-zj106-mt1/"," 可押一付一！房 毕业季 精装独立厨卫 随时看房入住 安选 1室1厅|45平米|高层(共25层) 张江国创中心   浦东-张江 -丹桂路899号 整租 朝南 2号线  罗金艳 3000 元/月"
"anjuke","上海","张江","一室","3000-4000","3000","可押一付一！房 毕业季 精装独立厨卫 随时看房入住","1室1厅","45","高层(共25层)","张江国创中心","浦东-张江","丹桂路899号","","https://sh.zu.anjuke.com/fangyuan/4612873694782476","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhangjiang/x1-fx1-zj106-mt1/"," 可押一付一！房 毕业季 精装独立厨卫 随时看房入住 安选 1室1厅|45平米|高层(共25层) 张江国创中心   浦东-张江 -丹桂路899号 整租 朝南 2号线  杨俊 3000 元/月"
"anjuke","上海","张江","一室","3000-4000","3000","可押一付一！房 毕业季 精装独立厨卫 随时看房入住","1室1厅","45","高层(共25层)","张江国创中心","浦东-张江","丹桂路899号","","https://sh.zu.anjuke.com/fangyuan/4525912675884040","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhangjiang/x1-fx1-zj106-mt1/"," 可押一付一！房 毕业季 精装独立厨卫 随时看房入住 安选 1室1厅|45平米|高层(共25层) 张江国创中心   浦东-张江 -丹桂路899号 整租 朝南 2号线  卜辉兰 3000 元/月"
"anjuke","上海","张江","一室","3000-4000","3000","可押一付一！房 毕业季 精装独立厨卫 随时看房入住","1室1厅","45","高层(共25层)","张江国创中心","浦东-张江","丹桂路899号","","https://sh.zu.anjuke.com/fangyuan/4615389446614017","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhangjiang/x1-fx1-zj106-mt1/"," 可押一付一！房 毕业季 精装独立厨卫 随时看房入住 安选 1室1厅|45平米|高层(共25层) 张江国创中心   浦东-张江 -丹桂路899号 整租 朝南 2号线  方伟 3000 元/月"
"anjuke","上海","张江","一室","3000-4000","3000","可押一付一！房 毕业季 精装独立厨卫 随时看房入住","1室1厅","45","高层(共25层)","张江国创中心","浦东-张江","丹桂路899号","","https://sh.zu.anjuke.com/fangyuan/4532050062568459","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhangjiang/x1-fx1-zj106-mt1/"," 可押一付一！房 毕业季 精装独立厨卫 随时看房入住 安选 1室1厅|45平米|高层(共25层) 张江国创中心   浦东-张江 -丹桂路899号 整租 朝南 2号线  肖琴 3000 元/月"
"anjuke","上海","张江","一室","3000-4000","3000","精装全配 拎包入住 采光好 交通便利","1室1厅","45","中层(共10层)","张江国创中心","浦东-张江","丹桂路899号","","https://sh.zu.anjuke.com/fangyuan/4625626932059140","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhangjiang/x1-fx1-zj106-mt1/"," 精装全配 拎包入住 采光好 交通便利 安选 1室1厅|45平米|中层(共10层) 张江国创中心   浦东-张江 -丹桂路899号 整租 朝南 有电梯 2号线  方伟 3000 元/月"
"anjuke","上海","张江","一室","3000-4000","3000","近2号线金科路，精装独立一室户，非合租。拎包入住，押一付一。","1室1厅","40","高层(共6层)","张江新苑","浦东-张江","紫薇路35弄1-33号","","https://sh.zu.anjuke.com/fangyuan/4596490477136900","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhangjiang/x1-fx1-zj106-mt1/"," 近2号线金科路，精装独立一室户，非合租。拎包入住，押一付一。 安选 1室1厅|40平米|高层(共6层) 张江新苑   浦东-张江 -紫薇路35弄1-33号 整租 东南 2号线  夏张妹 3000 元/月"
"anjuke","上海","周浦","一室","2500-3000","3000","公元二村 高居家一房 近步行街 万达18号线 价格可谈","1室1厅","52","中层(共6层)","公元新村","浦东-周浦","公元新村1-66号","","https://sh.zu.anjuke.com/fangyuan/4637641660376068","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhoupu/x1-fx1-zj105-mt1/","公元二村 高居家一房 近步行街 万达18号线 价格可谈 安选 1室1厅|52平米|中层(共6层) 公元新村   浦东-周浦 -公元新村1-66号 整租 朝南 18号线  祝运 3000 元/月"
"anjuke","上海","周浦","一室","2500-3000","3000","月付！公元新村居家一房 配置齐全 可办居住证 万达18号线","1室1厅","52","中层(共6层)","公元新村","浦东-周浦","公元新村1-66号","","https://sh.zu.anjuke.com/fangyuan/4639021132438528","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhoupu/x1-fx1-zj105-mt1/","月付！公元新村居家一房 配置齐全 可办居住证 万达18号线 安选 1室1厅|52平米|中层(共6层) 公元新村   浦东-周浦 -公元新村1-66号 整租 南北 18号线  李洪奎 3000 元/月"
"anjuke","上海","周浦","一室","3000-4000","3000","公元新村 押一付一 民用水电 18号线地铁小上海步行街旁","1室1厅","32","中层(共6层)","公元新村","浦东-周浦","公元新村1-66号","","https://sh.zu.anjuke.com/fangyuan/4637587437067271","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhoupu/x1-fx1-zj106-mt1/"," 公元新村 押一付一 民用水电 18号线地铁小上海步行街旁 安选 1室1厅|32平米|中层(共6层) 公元新村   浦东-周浦 -公元新村1-66号 整租 朝南 18号线  谢宇凡 3000 元/月"
"anjuke","上海","周浦","一室","2500-3000","3000","近小上海步行街 居家一房 民水民电 随时看房","1室1厅","51.1","高层(共6层) 7日内实拍验真","公元新村","浦东-周浦","公元新村1-66号","","https://sh.zu.anjuke.com/fangyuan/4644657436466177","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhoupu/x1-fx1-zj105-mt1/","近小上海步行街 居家一房 民水民电 随时看房 安选 1室1厅|51.1平米|高层(共6层) 7日内实拍验真 公元新村   浦东-周浦 -公元新村1-66号 整租 朝南 18号线  苏坤 3000 元/月"
"anjuke","上海","周浦","一室","2500-3000","3000","近延锋公司360广场，周浦万达广场，停车方便，","1室1厅","50","共5层","公元新村","浦东-周浦","公元新村1-66号","","https://sh.zu.anjuke.com/fangyuan/4470691269434377","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhoupu/x1-fx1-zj105-mt1/"," 近延锋公司360广场，周浦万达广场，停车方便， 安选 1室1厅|50平米|共5层 公元新村   浦东-周浦 -公元新村1-66号 整租 朝南 18号线  张转霞 3000 元/月"
"anjuke","上海","周浦","一室","2500-3000","3000","近万达周浦站 小上海 生活便利出行方便","1室1厅","52","中层(共6层)","公元新村","浦东-周浦","公元新村1-66号","","https://sh.zu.anjuke.com/fangyuan/4639069060751375","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhoupu/x1-fx1-zj105-mt1/","近万达周浦站 小上海 生活便利出行方便 安选 1室1厅|52平米|中层(共6层) 公元新村   浦东-周浦 -公元新村1-66号 整租 朝南 18号线  谢路那 3000 元/月"
"anjuke","上海","周浦","一室","3000-4000","3000","近周浦万达 近小上海步行街 正规一房出租 随时看房","1室1厅","37.6","共5层 7日内实拍验真","公元新村","浦东-周浦","公元新村1-66号","","https://sh.zu.anjuke.com/fangyuan/4635299050939399","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhoupu/x1-fx1-zj106-mt1/","近周浦万达 近小上海步行街 正规一房出租 随时看房 安选 1室1厅|37.6平米|共5层 7日内实拍验真 公元新村   浦东-周浦 -公元新村1-66号 整租 南北 有电梯 18号线  徐梦 3000 元/月"
"anjuke","上海","周浦","一室","2500-3000","3000","浦东费用周浦万达近地铁18线一室一厅全明户型45平米","1室1厅","45","高层(共14层)","关岳路8弄5-6号小区","浦东-周浦","关岳路8弄5-6号","","https://sh.zu.anjuke.com/fangyuan/4509051096964107","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhoupu/x1-fx1-zj105-mt1/"," 浦东费用周浦万达近地铁18线一室一厅全明户型45平米 安选 1室1厅|45平米|高层(共14层) 关岳路8弄5-6号小区   浦东-周浦 -关岳路8弄5-6号 整租 朝南 有电梯 18号线  马龙运 3000 元/月"
"anjuke","上海","周浦","一室","3000-4000","3000","6月上新 业主自住装修 2台空调 采光好 可以办居住证","1室1厅","66","高层(共11层)","鹤沙航城乐成苑","浦东-周浦","鹤韵路601弄1-48号","","https://sh.zu.anjuke.com/fangyuan/4606423501990912","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhoupu/x1-fx1-zj106-mt1/","6月上新 业主自住装修 2台空调 采光好 可以办居住证 安选 1室1厅|66平米|高层(共11层) 鹤沙航城乐成苑   浦东-周浦 -鹤韵路601弄1-48号 整租 朝南 有电梯 16/18号线  李威龙 3000 元/月"
"anjuke","上海","周浦","一室","2500-3000","3000","次新小区 电梯凤凰层一房 近18号线 拎包入住 商场在家门口","1室1厅","61","高层(共11层)","鹤沙航城乐成苑","浦东-周浦","鹤韵路601弄1-48号","","https://sh.zu.anjuke.com/fangyuan/4604061618347018","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhoupu/x1-fx1-zj105-mt1/","次新小区 电梯凤凰层一房 近18号线 拎包入住 商场在家门口 安选 1室1厅|61平米|高层(共11层) 鹤沙航城乐成苑   浦东-周浦 -鹤韵路601弄1-48号 整租 朝南 有电梯 16/18号线  马西辉 3000 元/月"
"anjuke","上海","周浦","一室","2500-3000","3000","近，周浦东16号线，交通大学，健康医学院附近，整租一室一厅。","1室1厅","60.5","中层(共16层)","汇福家园平安里(北区)","浦东-周浦","周秀路26弄","","https://sh.zu.anjuke.com/fangyuan/4606739146595337","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhoupu/x1-fx1-zj105-mt1/","近，周浦东16号线，交通大学，健康医学院附近，整租一室一厅。 安选 1室1厅|60.5平米|中层(共16层) 汇福家园平安里(北区)   浦东-周浦 -周秀路26弄 整租 朝南 有电梯 16号线  刘小龙 3000 元/月"
"anjuke","上海","周浦","一室","2500-3000","3000","浦东新区周浦东地铁16号线一室一厅一卫一厨60平方米全明户型","1室1厅","60","低层(共10层)","康浦路51弄19号楼","浦东-周浦","康浦路51弄19号","","https://sh.zu.anjuke.com/fangyuan/4611002900947971","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhoupu/x1-fx1-zj105-mt1/","浦东新区周浦东地铁16号线一室一厅一卫一厨60平方米全明户型 安选 1室1厅|60平米|低层(共10层) 康浦路51弄19号楼   浦东-周浦 -康浦路51弄19号 整租 朝南 有电梯 16号线  马东升 3000 元/月"
"anjuke","上海","周浦","一室","2500-3000","3000","可月付精装修一室一厅，电梯房燃气厨卫停车方便16号线周浦东站","1室1厅","60","低层(共17层)","绿地东海岸时尚广场","浦东-周浦","周祝公路268弄,周祝公路257号","","https://sh.zu.anjuke.com/fangyuan/4599526448962570","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhoupu/x1-fx1-zj105-mt1/"," 可月付精装修一室一厅，电梯房燃气厨卫停车方便16号线周浦东站 安选 1室1厅|60平米|低层(共17层) 绿地东海岸时尚广场   浦东-周浦 -周祝公路268弄,周祝公路257号 整租 朝南 有电梯 16号线  徐少琳 3000 元/月"
"anjuke","上海","周浦","一室","2500-3000","3000","桃园新城瑞和苑精装全配拎包入住一房一厅一卫 沈梅路站旁","1室1厅","54.5","高层(共14层) 7日内实拍验真","瑞和苑","浦东-周浦","瑞和路168弄","","https://sh.zu.anjuke.com/fangyuan/4643361791597576","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhoupu/x1-fx1-zj105-mt1/","桃园新城瑞和苑精装全配拎包入住一房一厅一卫 沈梅路站旁 安选 1室1厅|54.5平米|高层(共14层) 7日内实拍验真 瑞和苑   浦东-周浦 -瑞和路168弄 整租 朝南 有电梯 18号线  毕明君 3000 元/月"
"anjuke","上海","周浦","一室","2500-3000","3000","业主自住装修，出租，入住前保洁","1室1厅","55","高层(共14层)","瑞和苑","浦东-周浦","瑞和路168弄","","https://sh.zu.anjuke.com/fangyuan/4630846580124672","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhoupu/x1-fx1-zj105-mt1/"," 业主自住装修，出租，入住前保洁 安选 1室1厅|55平米|高层(共14层) 瑞和苑   浦东-周浦 -瑞和路168弄 整租 南北 有电梯 18号线  任闪闪 3000 元/月"
"anjuke","上海","周浦","一室","2500-3000","3000","瑞和苑精装全配拎包入住一房一厅一卫 地铁18号线沈梅路站旁","1室1厅","54.5","中层(共14层)","瑞和苑","浦东-周浦","瑞和路168弄","","https://sh.zu.anjuke.com/fangyuan/4571031650034693","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhoupu/x1-fx1-zj105-mt1/","瑞和苑精装全配拎包入住一房一厅一卫 地铁18号线沈梅路站旁 安选 1室1厅|54.5平米|中层(共14层) 瑞和苑   浦东-周浦 -瑞和路168弄 整租 朝南 有电梯 18号线  毕明君 3000 元/月"
"anjuke","上海","周浦","二室","3000-4000","3000","近繁荣地铁口 电梯两房 南北通透 随时看房","2室1厅","90","中层(共18层) 7日内实拍验真","逸致璟庭","浦东-周浦","横桥路320弄","","https://sh.zu.anjuke.com/fangyuan/4636142532403201","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhoupu/x1-fx2-zj106-mt1/"," 近繁荣地铁口 电梯两房 南北通透 随时看房 安选 2室1厅|90平米|中层(共18层) 7日内实拍验真 逸致璟庭   浦东-周浦 -横桥路320弄 整租 朝南 有电梯 18号线  胡封毅 3000 元/月"
"anjuke","上海","曹路","一室","3000-4000","3008","顾唐路地铁口 精装loft 近华为 小米 金闽园 随时欢迎看","1室1厅","45","高层(共16层)","金泰广场","浦东-曹路","金海路2668弄","","https://sh.zu.anjuke.com/fangyuan/4286494314340358","https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/"," 顾唐路地铁口 精装loft 近华为 小米 金闽园 随时欢迎看 安选 1室1厅|45平米|高层(共16层) 金泰广场   浦东-曹路 -金海路2668弄 整租 朝南 有电梯 9/12号线  张聪 3008 元/月"
"anjuke","上海","曹路","二室","3000-4000","3040","免佣地铁9号线步行就到，图片价位真实有效来看不一样报销路费","2室1厅","76","共4层 7日内实拍验真","浦江智汇创业园区","浦东-曹路","川沙路688号","","https://sh.zu.anjuke.com/fangyuan/4643660113107975","https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx2-zj106-mt1/","免佣地铁9号线步行就到，图片价位真实有效来看不一样报销路费 安选 2室1厅|76平米|共4层 7日内实拍验真 浦江智汇创业园区   浦东-曹路 -川沙路688号 整租 朝北 有电梯 9号线  张大雪 3040 元/月"
"anjuke","上海","曹路","一室","3000-4000","3050","顾唐路招商花园城精美装修loft干湿分离直达华为小米","1室1厅","45","高层(共16层)","金泰广场","浦东-曹路","金海路2668弄","","https://sh.zu.anjuke.com/fangyuan/4563932853939209","https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/"," 顾唐路招商花园城精美装修loft干湿分离直达华为小米 安选 1室1厅|45平米|高层(共16层) 金泰广场   浦东-曹路 -金海路2668弄 整租 朝南 有电梯 9/12号线  杨华燕 3050 元/月"
"anjuke","上海","周浦","一室","3000-4000","3050","近小上海步行街 近万达 18号线周浦站 可办居住证","1室1厅","40","共5层","公元新村","浦东-周浦","公元新村1-66号","","https://sh.zu.anjuke.com/fangyuan/4643441152973835","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhoupu/x1-fx1-zj106-mt1/","近小上海步行街 近万达 18号线周浦站 可办居住证 安选 1室1厅|40平米|共5层 公元新村   浦东-周浦 -公元新村1-66号 整租 朝南 18号线  李语铎 3050 元/月"
"anjuke","上海","周浦","一室","3000-4000","3050","一楼带天井 近步行街 整租一室一厅 可办居住证","1室1厅","40","低层(共6层)","公元新村","浦东-周浦","公元新村1-66号","","https://sh.zu.anjuke.com/fangyuan/4643251537290241","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhoupu/x1-fx1-zj106-mt1/","一楼带天井 近步行街 整租一室一厅 可办居住证 安选 1室1厅|40平米|低层(共6层) 公元新村   浦东-周浦 -公元新村1-66号 整租 朝南 18号线  刘祥 3050 元/月"
"anjuke","上海","周浦","一室","3000-4000","3050","眞价 月付 居住证 包维修费 近小上海步行街","1室1厅","40","低层(共6层)","公元新村","浦东-周浦","公元新村1-66号","","https://sh.zu.anjuke.com/fangyuan/4640790204310532","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhoupu/x1-fx1-zj106-mt1/","眞价 月付 居住证 包维修费 近小上海步行街 安选 1室1厅|40平米|低层(共6层) 公元新村   浦东-周浦 -公元新村1-66号 整租 朝南 18号线  张萌丽 3050 元/月"
"anjuke","上海","周浦","一室","3000-4000","3050","步行可达小上海步行街近万达周边沿街商圈齐全","1室1厅","40","低层(共6层)","公元新村","浦东-周浦","公元新村1-66号","","https://sh.zu.anjuke.com/fangyuan/4628239281220609","https://sh.zu.anjuke.com/fangyuan/pudong-q-zhoupu/x1-fx1-zj106-mt1/","步行可达小上海步行街近万达周边沿街商圈齐全 安选 1室1厅|40平米|低层(共6层) 公元新村   浦东-周浦 -公元新村1-66号 整租 朝南 18号线  邓博 3050 元/月"
